"","gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000027935.14","ENSMUSG00000027935.14","Rab13",0.889381153007341,6.02481255487972,0.000237509411029488,0.00612789803946996,0.642404326112278,"ENSMUSG00000027935",2300,"protein_coding",68328,2.43957540479466
"ENSMUSG00000025809.15","ENSMUSG00000025809.15","Itgb1",0.639278296422558,6.43875380130312,0.000147475287336366,0.00432831744803202,0.639271461217472,"ENSMUSG00000025809",4081,"protein_coding",16412,6.43640197703318
"ENSMUSG00000071265.10","ENSMUSG00000071265.10","1700086L19Rik",-0.935462052631353,-6.31657385680127,0.000169372653709191,0.00481006151451102,0.635890916452455,"ENSMUSG00000071265",1075,"transcribed_unitary_pseudogene",NA,4.98672551689432
"ENSMUSG00000018927.3","ENSMUSG00000018927.3","Ccl6",1.6571914887273,5.7864763887766,0.000315610822538982,0.00743805207147841,0.61132276093732,"ENSMUSG00000018927",1795,"protein_coding",20305,0.911763966731256
"ENSMUSG00000097295.1","ENSMUSG00000097295.1","Hmgb1-ps8",2.22616877869126,5.68321546763055,0.000357814710287411,0.0081088799412778,0.606148242394305,"ENSMUSG00000097295",626,"processed_pseudogene",NA,-0.990865493060703
"ENSMUSG00000105711.1","ENSMUSG00000105711.1","Gm42598",-1.62576174863328,-5.78245894093204,0.000317147245878875,0.00746011563933325,0.603272282370746,"ENSMUSG00000105711",2437,"TEC",NA,0.701025787804787
"ENSMUSG00000045817.8","ENSMUSG00000045817.8","Zfp36l2",0.94723865888225,6.20730915770653,0.000191994638099743,0.005245899393997,0.600844292538744,"ENSMUSG00000045817",3530,"protein_coding",12193,4.3326504971651
"ENSMUSG00000022037.14","ENSMUSG00000022037.14","Clu",1.58364911522338,6.50860955022043,0.00013636332474863,0.00407027613383097,0.59899710694182,"ENSMUSG00000022037",3438,"protein_coding",12759,9.96182521372087
"ENSMUSG00000031875.7","ENSMUSG00000031875.7","Cmtm3",1.20733332849053,6.05866793887179,0.000228245279351011,0.00599333640956618,0.594498776158044,"ENSMUSG00000031875",2986,"protein_coding",68119,3.08497373266772
"ENSMUSG00000031995.8","ENSMUSG00000031995.8","St14",2.45807070158024,5.77744825232735,0.000319074967133729,0.00747506488285101,0.584943784799629,"ENSMUSG00000031995",4577,"protein_coding",19143,0.746509843522146
"ENSMUSG00000063605.5","ENSMUSG00000063605.5","Ccdc102a",1.18578277668524,5.82008235692328,0.00030307215779713,0.00725387815935219,0.584075878445617,"ENSMUSG00000063605",2504,"protein_coding",234582,1.28988895421798
"ENSMUSG00000025076.9","ENSMUSG00000025076.9","Casp7",1.20395991927319,5.94791890557175,0.000260114178774891,0.00648505718345611,0.578682034259528,"ENSMUSG00000025076",2350,"protein_coding",12369,2.10732273713166
"ENSMUSG00000026701.15","ENSMUSG00000026701.15","Prdx6",1.49764439803015,6.46107385623532,0.000143820561464256,0.00424736907516323,0.577306626750271,"ENSMUSG00000026701",4804,"protein_coding",11758,7.961420763804
"ENSMUSG00000042451.12","ENSMUSG00000042451.12","Mybph",2.07316537454733,5.6503192697082,0.000372522894525238,0.00831441840316461,0.577035041589685,"ENSMUSG00000042451",2329,"protein_coding",53311,-1.00928757552592
"ENSMUSG00000035000.8","ENSMUSG00000035000.8","Dpp4",1.4400259111431,5.78156055270285,0.000317491938545405,0.00746011563933325,0.575444548927926,"ENSMUSG00000035000",6319,"protein_coding",13482,1.05761664755477
"ENSMUSG00000042759.12","ENSMUSG00000042759.12","Apobr",2.00601746783071,5.70984291473619,0.000346372636060351,0.00794175787520757,0.568177828196004,"ENSMUSG00000042759",3779,"protein_coding",171504,0.102742162379929
"ENSMUSG00000054509.7","ENSMUSG00000054509.7","Parp4",1.30523166307211,6.04709727025978,0.000231366258723932,0.00605481882456275,0.565968735167643,"ENSMUSG00000054509",6534,"protein_coding",328417,3.15874413925746
"ENSMUSG00000090675.1","ENSMUSG00000090675.1","Olfr111",2.30391806054864,5.64239362440587,0.000376164190485737,0.00832583549565074,0.564234786935428,"ENSMUSG00000090675",1041,"protein_coding",545205,-2.22244091293468
"ENSMUSG00000105987.4","ENSMUSG00000105987.4","AI506816",1.37455699180574,5.90058290956751,0.000275192034794041,0.00674733265434457,0.563283450429972,"ENSMUSG00000105987",4479,"processed_transcript",NA,1.91254712240792
"ENSMUSG00000021678.8","ENSMUSG00000021678.8","F2rl1",1.93958008716208,5.6322096129769,0.000380900102014186,0.00839220364298231,0.555847716487909,"ENSMUSG00000021678",2754,"protein_coding",14063,-1.58410559917673
"ENSMUSG00000105160.1","ENSMUSG00000105160.1","A530030E21Rik",2.15849646948847,5.6296448544018,0.0003821030171462,0.00839593645839282,0.554155605780705,"ENSMUSG00000105160",1310,"TEC",NA,-1.90032302234455
"ENSMUSG00000097006.7","ENSMUSG00000097006.7","9530082P21Rik",1.38012200743421,5.86811527677708,0.000286084685638296,0.00696992862513694,0.547530433522406,"ENSMUSG00000097006",4842,"lincRNA",NA,1.69063164162536
"ENSMUSG00000089988.2","ENSMUSG00000089988.2","Gm16238",2.33523030263755,5.63037692152945,0.000381759243710588,0.00839593645839282,0.537808401994767,"ENSMUSG00000089988",586,"processed_pseudogene",NA,-2.42885146106366
"ENSMUSG00000021700.9","ENSMUSG00000021700.9","Rab3c",-1.09045191658029,-6.4329550141392,0.000148441360842516,0.00435127924697399,0.532814717183699,"ENSMUSG00000021700",8500,"protein_coding",67295,8.3315771586636
"ENSMUSG00000023078.6","ENSMUSG00000023078.6","Cxcl13",5.31230047073619,5.75716204137553,0.000327011172399567,0.00757952466294824,0.53227391395614,"ENSMUSG00000023078",1150,"protein_coding",55985,1.61926732241438
"ENSMUSG00000093514.3","ENSMUSG00000093514.3",NA,2.18154620814034,5.60792775430926,0.000392456206275531,0.00854349746841539,0.531827840892551,"ENSMUSG00000093514",443,"antisense",NA,-1.59778886701128
"ENSMUSG00000040848.11","ENSMUSG00000040848.11","Sft2d2",0.874873947507793,6.30507300081204,0.000171610467401373,0.00485614566356215,0.511339726614681,"ENSMUSG00000040848",5702,"protein_coding",108735,6.0450720261494
"ENSMUSG00000025044.16","ENSMUSG00000025044.16","Msr1",1.68330331317889,5.60572362659046,0.000393523942159012,0.0085510225413176,0.504124646485446,"ENSMUSG00000025044",6344,"protein_coding",20288,-0.511668314581889
"ENSMUSG00000050014.7","ENSMUSG00000050014.7","Apol10b",2.45308840154557,5.66083518168205,0.000367750717179547,0.00826240256709081,0.496891109852845,"ENSMUSG00000050014",1986,"protein_coding",328561,0.20626403441635
"ENSMUSG00000068105.10","ENSMUSG00000068105.10","Tnfrsf13c",2.36840604373332,5.57300586010604,0.000409751024813659,0.00883875502979192,0.490103517213668,"ENSMUSG00000068105",2017,"protein_coding",72049,-1.55738096144977
"ENSMUSG00000060419.8","ENSMUSG00000060419.8","Rps16-ps2",0.936276402179176,5.84675777941587,0.000293506173903136,0.00709727121104913,0.486508551050973,"ENSMUSG00000060419",441,"processed_pseudogene",NA,1.9820157229493
"ENSMUSG00000026355.11","ENSMUSG00000026355.11","Mcm6",0.747887590554093,6.0249559741026,0.000237469309758578,0.00612789803946996,0.481490847443963,"ENSMUSG00000026355",4666,"protein_coding",17219,3.47057946285291
"ENSMUSG00000024778.12","ENSMUSG00000024778.12","Fas",1.52814031503708,5.81870445530757,0.000303575440019348,0.00725387815935219,0.480890205372375,"ENSMUSG00000024778",1801,"protein_coding",14102,1.82937388063097
"ENSMUSG00000026466.16","ENSMUSG00000026466.16","Tor1aip1",0.877087284943459,6.20857872016855,0.00019171353394889,0.005245899393997,0.478495744481485,"ENSMUSG00000026466",5406,"protein_coding",208263,5.34962845349218
"ENSMUSG00000005360.14","ENSMUSG00000005360.14","Slc1a3",0.967800221212849,6.41004014086072,0.000152327360943886,0.00444319401965017,0.475113029461924,"ENSMUSG00000005360",8537,"protein_coding",20512,10.3541770941664
"ENSMUSG00000026928.14","ENSMUSG00000026928.14","Card9",1.52509174036212,5.79616017982501,0.000311940648890109,0.00736621562209594,0.474990215577693,"ENSMUSG00000026928",2293,"protein_coding",332579,1.59416855364274
"ENSMUSG00000039236.18","ENSMUSG00000039236.18","Isg20",1.7701696253416,5.66322934713371,0.000366673568896447,0.00825538353546802,0.470869708883625,"ENSMUSG00000039236",1860,"protein_coding",57444,0.537087157337992
"ENSMUSG00000004709.14","ENSMUSG00000004709.14","Cd244a",2.79721050320436,5.55759068960834,0.000417647867096119,0.00894393285006472,0.469783834052357,"ENSMUSG00000004709",4876,"protein_coding",18106,-1.26481843966207
"ENSMUSG00000012519.14","ENSMUSG00000012519.14","Mlkl",2.88326331607116,5.59845788546718,0.000397066123077426,0.00862008352437106,0.462142345232543,"ENSMUSG00000012519",2303,"protein_coding",74568,-0.0486189397811264
"ENSMUSG00000037860.15","ENSMUSG00000037860.15","Aim2",1.09213765635416,5.97789789937681,0.000251033074692491,0.00635081667016665,0.460928238391785,"ENSMUSG00000037860",3501,"protein_coding",383619,3.28641419876437
"ENSMUSG00000046688.14","ENSMUSG00000046688.14","Tifa",1.08159510320991,5.98677139819331,0.000248412019025434,0.00631967278480424,0.459721858380682,"ENSMUSG00000046688",3199,"protein_coding",211550,3.34522283955211
"ENSMUSG00000032021.13","ENSMUSG00000032021.13","Crtam",3.56941159344521,5.54841498146989,0.000422426952595572,0.00902180556557811,0.457810603700441,"ENSMUSG00000032021",2069,"protein_coding",54698,-2.19754850556998
"ENSMUSG00000036246.14","ENSMUSG00000036246.14","Gmip",1.00214988182253,5.98558531465787,0.000248760627014768,0.00631967278480424,0.4521058068472,"ENSMUSG00000036246",5552,"protein_coding",78816,3.38221636734719
"ENSMUSG00000059336.14","ENSMUSG00000059336.14","Slc14a1",1.19610833604356,6.13576363168632,0.000208588967443366,0.00558971858192889,0.451030710638875,"ENSMUSG00000059336",3995,"protein_coding",108052,4.90049535198476
"ENSMUSG00000037706.17","ENSMUSG00000037706.17","Cd81",0.725623749363755,6.36453357153219,0.000160379184381568,0.00460434058433629,0.450323630381623,"ENSMUSG00000037706",2879,"protein_coding",12520,8.14866027968154
"ENSMUSG00000027447.6","ENSMUSG00000027447.6","Cst3",0.833794870187725,6.3842157024174,0.000156840852187339,0.00452574830616806,0.446670205749039,"ENSMUSG00000027447",1266,"protein_coding",13010,9.64609693482416
"ENSMUSG00000104388.1","ENSMUSG00000104388.1","Gm37033",1.47913154487078,5.78182718267707,0.000317389595604346,0.00746011563933325,0.443919103983633,"ENSMUSG00000104388",7350,"TEC",NA,2.00820948507722
"ENSMUSG00000052911.9","ENSMUSG00000052911.9","Lamb2",0.822331031865115,6.21732791293833,0.0001897885059383,0.0052027092166072,0.443196712944744,"ENSMUSG00000052911",6082,"protein_coding",16779,5.67218703474721
"ENSMUSG00000004952.13","ENSMUSG00000004952.13","Rasa4",1.41836457975076,5.97477641023833,0.000251962271947128,0.00635540618857052,0.443182099293946,"ENSMUSG00000004952",7485,"protein_coding",54153,3.42961449822643
"ENSMUSG00000062007.13","ENSMUSG00000062007.13","Hsh2d",2.26167835754724,5.53330896391136,0.000430425001897565,0.00908984388989425,0.441805348983837,"ENSMUSG00000062007",1824,"protein_coding",209488,-2.00670735117801
"ENSMUSG00000051998.14","ENSMUSG00000051998.14","Lax1",2.41713338548517,5.66403186065033,0.000366313283485699,0.00825511904791511,0.437474893853082,"ENSMUSG00000051998",2309,"protein_coding",240754,1.08728045583248
"ENSMUSG00000002885.14","ENSMUSG00000002885.14","Adgre5",0.905013207411369,6.06241075941827,0.000227245594644866,0.00598034656573739,0.434072225763519,"ENSMUSG00000002885",3757,"protein_coding",26364,4.18610100494545
"ENSMUSG00000068335.6","ENSMUSG00000068335.6","Dok1",2.18941491226372,5.68253550559005,0.000358112240598547,0.0081088799412778,0.429440292780163,"ENSMUSG00000068335",1977,"protein_coding",13448,1.10528769862212
"ENSMUSG00000000708.14","ENSMUSG00000000708.14","Kat2b",0.969757258206136,6.20656532642267,0.000192159545329643,0.005245899393997,0.427111924016895,"ENSMUSG00000000708",4867,"protein_coding",18519,5.76631729007993
"ENSMUSG00000050002.13","ENSMUSG00000050002.13","Idnk",0.839841401878328,6.00718780652335,0.000242494240612085,0.00621588321309223,0.42583187330627,"ENSMUSG00000050002",1511,"protein_coding",75731,3.68244203503021
"ENSMUSG00000038973.2","ENSMUSG00000038973.2","Cldnd2",2.22370425995305,5.52826848613874,0.000433130304341896,0.00909458444888104,0.424940363004207,"ENSMUSG00000038973",721,"protein_coding",74276,-2.4696378614377
"ENSMUSG00000022367.7","ENSMUSG00000022367.7","Has2",1.61213414096349,5.59330725874053,0.000399598179875038,0.00865917922263521,0.419814929871603,"ENSMUSG00000022367",4237,"protein_coding",15117,0.361952177806796
"ENSMUSG00000061436.15","ENSMUSG00000061436.15","Hipk2",0.662602700197676,6.27614898258331,0.000177382833176399,0.00496609031180024,0.418388750070486,"ENSMUSG00000061436",8836,"protein_coding",15258,6.58399661673326
"ENSMUSG00000067038.5","ENSMUSG00000067038.5","Rps12-ps3",0.880866476324476,6.02754120419775,0.000236747724123302,0.00612686176257511,0.417489459822175,"ENSMUSG00000067038",494,"protein_coding",NA,4.15719736635906
"ENSMUSG00000010086.17","ENSMUSG00000010086.17","Rnf112",-0.918403091730474,-6.27118012513734,0.000178395694566912,0.00497679861698151,0.413403052850493,"ENSMUSG00000010086",3923,"protein_coding",22671,6.51448597303289
"ENSMUSG00000056130.9","ENSMUSG00000056130.9","Ticam2",2.03505198833743,5.51163910827762,0.000442187641111155,0.00923563869463642,0.404450479798564,"ENSMUSG00000056130",3928,"protein_coding",225471,-0.814826055506506
"ENSMUSG00000025154.14","ENSMUSG00000025154.14","Arhgap19",0.848748974184901,5.90336829926123,0.000274278866425502,0.00673191186661971,0.404034819363267,"ENSMUSG00000025154",5140,"protein_coding",71085,3.03236527840565
"ENSMUSG00000104943.1","ENSMUSG00000104943.1","Gm42868",2.50375165544573,5.49844874808757,0.000449518530468936,0.00934753853745105,0.403475415724385,"ENSMUSG00000104943",2697,"sense_intronic",NA,-1.64634284899189
"ENSMUSG00000020092.8","ENSMUSG00000020092.8","Pald1",0.907329040657595,6.03397487230555,0.000234962348621221,0.00609246480487616,0.401532456357943,"ENSMUSG00000020092",4274,"protein_coding",27355,4.16868240046587
"ENSMUSG00000021356.9","ENSMUSG00000021356.9","Irf4",2.56417903041328,5.64460081044115,0.000375146257251936,0.00832583549565074,0.399905615588594,"ENSMUSG00000021356",4715,"protein_coding",16364,1.23976778814476
"ENSMUSG00000030671.9","ENSMUSG00000030671.9","Pde3b",0.66754619469255,6.09206802286776,0.000219491464717789,0.00580855345457077,0.397560021864535,"ENSMUSG00000030671",9114,"protein_coding",18576,4.74723778652839
"ENSMUSG00000031099.16","ENSMUSG00000031099.16","Smarca1",-0.822927477751245,-6.25556583754915,0.000181619964990266,0.00503847243802617,0.395367468359774,"ENSMUSG00000031099",6118,"protein_coding",93761,6.50320326025019
"ENSMUSG00000038151.12","ENSMUSG00000038151.12","Prdm1",2.17335662408887,5.64463380264447,0.000375131064349538,0.00832583549565074,0.393418695349611,"ENSMUSG00000038151",5492,"protein_coding",12142,1.05157771156204
"ENSMUSG00000107755.1","ENSMUSG00000107755.1","Mageb16-ps2",-2.90819167703085,-5.48849632404373,0.000455137397597083,0.00940657003672506,0.39020274119664,"ENSMUSG00000107755",1093,"processed_pseudogene",NA,-1.38745943822942
"ENSMUSG00000001665.10","ENSMUSG00000001665.10","Gstt3",0.866469018595948,5.78058367524434,0.000317867209749353,0.00746153108316494,0.385461702894969,"ENSMUSG00000001665",2627,"protein_coding",103140,2.23571080276215
"ENSMUSG00000022574.6","ENSMUSG00000022574.6","Naprt",0.988625247746755,5.86104161454139,0.000288519764433923,0.00700881089294098,0.384950894608729,"ENSMUSG00000022574",1890,"protein_coding",223646,2.78611413585263
"ENSMUSG00000040274.11","ENSMUSG00000040274.11","Cdk6",1.14407431995589,5.86372066236187,0.000287594861769668,0.00699351570946057,0.356119969008321,"ENSMUSG00000040274",13989,"protein_coding",12571,2.91080537877271
"ENSMUSG00000067586.3","ENSMUSG00000067586.3","S1pr3",1.89669192354239,5.93773154932998,0.00026328128325261,0.00652965151187233,0.348641546174643,"ENSMUSG00000067586",4484,"protein_coding",13610,4.04020575328538
"ENSMUSG00000020432.12","ENSMUSG00000020432.12","Tcn2",0.903578162776887,6.0178106189506,0.000239476242801749,0.00616521175082547,0.348031058465948,"ENSMUSG00000020432",2178,"protein_coding",21452,4.42701425413057
"ENSMUSG00000024816.12","ENSMUSG00000024816.12","Frmd8",1.1651896827745,6.04399203667825,0.000232211757239431,0.00605481882456275,0.345173326012877,"ENSMUSG00000024816",5082,"protein_coding",67457,4.81922600425958
"ENSMUSG00000037438.5","ENSMUSG00000037438.5","Uqcrh-ps1",-2.57057297534125,-5.51010396878254,0.000443034105613748,0.00924516545503227,0.342458748844838,"ENSMUSG00000037438",270,"processed_pseudogene",NA,-3.42983499148033
"ENSMUSG00000036446.4","ENSMUSG00000036446.4","Lum",1.030436726318,5.65015633754865,0.000372597362909967,0.00831441840316461,0.341821341097255,"ENSMUSG00000036446",2075,"protein_coding",17022,1.05585130147978
"ENSMUSG00000097567.1","ENSMUSG00000097567.1","Gm26637",2.0972020085132,5.43229377413926,0.000488337030600096,0.00987143582541809,0.315893906381316,"ENSMUSG00000097567",2289,"lincRNA",NA,-0.788967241814531
"ENSMUSG00000022440.8","ENSMUSG00000022440.8","C1qtnf6",1.90506946757883,5.44503200513142,0.000480587840432585,0.00976219811376138,0.312206212619829,"ENSMUSG00000022440",2402,"protein_coding",72709,-0.832271369181724
"ENSMUSG00000068699.12","ENSMUSG00000068699.12","Flnc",2.40897309898722,5.81850948433717,0.00030364672730618,0.00725387815935219,0.309634299006596,"ENSMUSG00000068699",9402,"protein_coding",68794,3.40683469261057
"ENSMUSG00000020297.10","ENSMUSG00000020297.10","Nsg2",-0.900645334234016,-6.26330944969422,0.000180013047491382,0.00501011636878189,0.309229924173637,"ENSMUSG00000020297",4157,"protein_coding",18197,8.83068864426564
"ENSMUSG00000023393.15","ENSMUSG00000023393.15","Slc17a9",1.94806076202206,5.42387243467796,0.000493534653006027,0.0099146465279455,0.303215896935059,"ENSMUSG00000023393",3200,"protein_coding",228993,-1.06306510976295
"ENSMUSG00000076612.7","ENSMUSG00000076612.7","Ighg2c",5.23716412422076,5.92466387934069,0.000267405650431062,0.00659506228978864,0.290771306168605,"ENSMUSG00000076612",1326,"IG_C_gene",NA,5.60415738994599
"ENSMUSG00000039936.18","ENSMUSG00000039936.18","Pik3cd",0.82712891112407,5.98879270673096,0.000247819154933765,0.00631967278480424,0.288798321503805,"ENSMUSG00000039936",6259,"protein_coding",18707,4.60443323279789
"ENSMUSG00000061119.7","ENSMUSG00000061119.7","Prcp",0.937657907367161,5.89470397620583,0.00027713031380296,0.00678782986806941,0.287228472710456,"ENSMUSG00000061119",5497,"protein_coding",72461,3.68866413496675
"ENSMUSG00000025081.13","ENSMUSG00000025081.13","Tdrd1",-1.65781364418926,-5.42142030466798,0.000495059387721162,0.00992897825412544,0.287114543377571,"ENSMUSG00000025081",5443,"protein_coding",83561,-0.761798193879669
